"def_priority","def_gate_type","def_accept_status","def_recommendation","def_risk","def_owner_engine","def_domain_family","def_normalized_key","def_distinct_values","def_user_accept","def_selected_canonical_value","def_reject_reason","def_next_allowed_phase","def_source_mutation","def_sample_values"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","yf_tickers","2","","","","v0114_only_after_YES","false","yf_tickers = self.df_quote[""yf_ticker""].tolist() || yf_tickers = self.df_universe[""yf_ticker""].tolist()"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","yf_ticker","2","","","","v0114_only_after_YES","false",""""" || yf_ticker"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","akshare_selector_symbols","2","","","","v0114_only_after_YES","false","[ || [""BDI"",""IRON_ORE"",""COKING_COAL""]"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","AKSHARE_AVAILABLE","2","","","","v0114_only_after_YES","false","AKSHARE_AVAILABLE = True || AKSHARE_AVAILABLE = False"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","basic_info_field_count","2","","","","v0114_only_after_YES","false","14 || len(basic_info_fields)"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","fieldnames","2","","","","v0114_only_after_YES","false","fieldnames = [ || fieldnames=["
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","field_count","2","","","","v0114_only_after_YES","false","30 || 76"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","fred_small_scope_symbols","2","","","","v0114_only_after_YES","false","[ || [""GDP"",""CPIAUCSL"",""FEDFUNDS"",""DGS10"",""UNRATE""]"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","hist_by_ticker","2","","","","v0114_only_after_YES","false","hist_by_ticker = {} || hist_by_ticker = self.yf_history.fetch(yf_tickers)"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","JSONSCHEMA_OK","2","","","","v0114_only_after_YES","false","JSONSCHEMA_OK = True || JSONSCHEMA_OK = False"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_version","2","","","","v0114_only_after_YES","false","""1.0.0"" || ""V31"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","original_unit","2","","","","v0114_only_after_YES","false","""thousand_ntd"" || unit, ""confidence"": 0.90"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","schema_theme","2","","","","v0114_only_after_YES","false","schema_theme = FRED_THEME_MAP.get(raw_theme, ""Macro"") || schema_theme = AK_THEME_MAP.get(raw_theme, ""Custom"")"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","basicinfo_fields","2","","","","v0114_only_after_YES","false","30 || ["
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","matrix_2_fields","2","","","","v0114_only_after_YES","false","106 || ["
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_tables","2","","","","v0114_only_after_YES","false","12 || ["
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","GOVERNANCE_POLICY","VRN_HISTORICAL_VALIDATION_POLICY","2","","","","v0114_only_after_YES","false","VRN_HISTORICAL_VALIDATION_POLICY = _VRN_HVP || VRN_HISTORICAL_VALIDATION_POLICY = None"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","VDF_Global_Freight_AkShare_Candidate","2","","","","v0114_only_after_YES","false","1 || VDF_Global_Freight_AkShare_Candidate=1; VDF_Global_Commodity_AkShare_Candidate=3; VDF_Global_Macro_AkShare_Candidate=2"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","schema_map","2","","","","v0114_only_after_YES","false","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125014\\registry\\VDF_FredAkshare_SmallScope_Sc... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\\registry\\VDF_FredAkshare_SmallScope_Sc..."
