"Path","ParseErrors","ForbiddenCount","Forbidden","ErrorText"
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VDF\VIA_WarRoom.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VeritasDataForge\run_vdf.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VeritasEnvNexus\deploy_approved_plan.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VGF\VGF_Accel_Panorama_v4.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VGF\vgf_mdl_001_supreme_v_2_one_paste.ps1","6","0","","L88:43 Missing closing '}' in statement block or type definition. | L86:32 Missing closing '}' in statement block or type definition. | L94:10 Unexpected token ')' in expression or statement. | L95:5 Unexpected token '}' in expression or statement. | L98:1 Unexpected token '}' in expression or statement. | L1138:2 Unexpected token ')' in expression or statement."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VGF\vgf_mdl_005_one_paste_power_shell_launcher_ultra.ps1","14","0","","L68:25 Missing closing '}' in statement block or type definition. | L52:27 Missing closing '}' in statement block or type definition. | L71:19 Unexpected token ')' in expression or statement. | L72:5 Unexpected token '}' in expression or statement. | L73:1 Unexpected token '}' in expression or statement. | L102:27 Missing closing '}' in statement block or type definition. | L109:6 Unexpected token ')' in expression or statement. | L110:1 Unexpected token '}' in expression or statement. | L114:43 Missing closing '}' in statement block or type definition. | L112:32 Missing closing '}' in statement block or type definition. | L120:10 Unexpected token ')' in expression or statement. | L121:5 Unexpected token '}' in expression or statement. | L124:1 Unexpected token '}' in expression or statement. | L270:2 Unexpected token ')' in expression or statement."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VGF\VGF_Panorama_Locked_v2.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VGF\VGF_Supreme_Launcher.ps1","37","1","Remove-Item","L146:26 Missing closing '}' in statement block or type definition. | L290:6 Unexpected token ')' in expression or statement. | L291:1 Unexpected token '}' in expression or statement. | L297:26 Missing closing '}' in statement block or type definition. | L353:6 Unexpected token ')' in expression or statement. | L354:1 Unexpected token '}' in expression or statement. | L1610:26 Missing closing '}' in statement block or type definition. | L1628:6 Unexpected token ')' in expression or statement. | L1646:35 Missing closing '}' in statement block or type definition. | L1651:10 Unexpected token ')' in expression or statement. | L1768:75 Missing closing '}' in statement block or type definition. | L1661:13 Missing closing '}' in statement block or type definition. | L1773:27 The Try statement is missing its Catch or Finally block. | L1773:27 Unexpected token ')' in expression or statement. | L1790:13 Unexpected token '}' in expression or statement. | L1793:76 Unexpected token '{' in expression or statement. | L1827:55 Missing closing '}' in statement block or type definition. | L1826:25 Missing closing '}' in statement block or type definition. | L1793:76 Missing closing '}' in statement block or type definition. | L1827:64 Unexpected token ')' in expression or statement. | L1827:65 Unexpected token '}' in expression or statement. | L1828:17 Unexpected token '}' in expression or statement. | L1829:13 Unexpected token '}' in expression or statement. | L1832:70 Unexpected token '{' in expression or statement. | L1843:78 Unexpected token '{' in expression or statement. | L1878:9 Unexpected token '}' in expression or statement. | L1880:17 Missing closing '}' in statement block or type definition. | L1880:73 The Try statement is missing its Catch or Finally block. | L1878:17 Missing closing '}' in statement block or type definition. | L1880:73 Unexpected token ')' in expression or statement. | L1880:91 Unexpected token '}' in expression or statement. | L1880:101 Unexpected token ')' in expression or statement. | L1881:9 Unexpected token '}' in expression or statement. | L1882:5 Unexpected token '}' in expression or statement. | L1886:1 Unexpected token '}' in expression or statement. | L13:26 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L14:26 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VGF\VGF_Supreme_v3.ps1","28","1","Remove-Item","L46:19 Missing closing '}' in statement block or type definition. | L51:15 Unexpected token ')' in expression or statement. | L52:1 Unexpected token '}' in expression or statement. | L73:24 Missing closing '}' in statement block or type definition. | L158:6 Unexpected token ')' in expression or statement. | L159:1 Unexpected token '}' in expression or statement. | L1565:23 Missing closing '}' in statement block or type definition. | L1579:6 Unexpected token ')' in expression or statement. | L1597:35 Missing closing '}' in statement block or type definition. | L1599:62 Unexpected token ')' in expression or statement. | L1690:75 Missing closing '}' in statement block or type definition. | L1610:13 Missing closing '}' in statement block or type definition. | L1695:27 The Try statement is missing its Catch or Finally block. | L1695:27 Unexpected token ')' in expression or statement. | L1706:13 Unexpected token '}' in expression or statement. | L1709:76 Unexpected token '{' in expression or statement. | L1719:70 Unexpected token '{' in expression or statement. | L1726:78 Unexpected token '{' in expression or statement. | L1737:9 Unexpected token '}' in expression or statement. | L1739:17 Missing closing '}' in statement block or type definition. | L1739:57 The Try statement is missing its Catch or Finally block. | L1737:17 Missing closing '}' in statement block or type definition. | L1739:57 Unexpected token ')' in expression or statement. | L1739:63 Unexpected token '}' in expression or statement. | L1739:73 Unexpected token ')' in expression or statement. | L1740:9 Unexpected token '}' in expression or statement. | L1741:5 Unexpected token '}' in expression or statement. | L1745:1 Unexpected token '}' in expression or statement."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VGF\VGF_Supreme_v4.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VGF\VIA_PSCore.psm1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VGF\VIA_PSCore_DEMO.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VGF\VIA_VEGN_Deploy_v1.ps1","70","1","Remove-Item","L42:10 Unexpected token ':ViaBase' in expression or statement. | L43:10 Unexpected token ':Stamp' in expression or statement. | L44:10 Unexpected token ':RunId' in expression or statement. | L44:42 Unexpected token ':Stamp' in expression or statement. | L45:10 Unexpected token ':ModuleDirs' in expression or statement. | L51:10 Unexpected token ':VegnDir' in expression or statement. | L52:10 Unexpected token ':OutputRoot' in expression or statement. | L53:10 Unexpected token ':LogDir' in expression or statement. | L54:10 Unexpected token ':RegDir' in expression or statement. | L55:10 Unexpected token ':HtmlOut' in expression or statement. | L56:10 Unexpected token ':JsonOut' in expression or statement. | L57:10 Unexpected token ':ParquetReg' in expression or statement. | L58:10 Unexpected token ':LogFile' in expression or statement. | L61:10 Unexpected token ':ViaEnvs' in expression or statement. | L70:10 Unexpected token ':EcosystemMap' in expression or statement. | L98:10 Unexpected token ':ConflictMatrix' in expression or statement. | L157:31 Unexpected token ':OutputRoot' in expression or statement. | L157:42 Missing argument in parameter list. | L185:33 Missing closing '}' in statement block or type definition. | L177:21 Missing closing '}' in statement block or type definition. | L22:3 Missing closing '}' in statement block or type definition. | L192:19 Unexpected token ')' in expression or statement. | L193:5 Unexpected token '}' in expression or statement. | L195:1 Unexpected token '}' in expression or statement. | L419:32 Unexpected token ':ModuleDirs' in expression or statement. | L422:36 Unexpected token ':VegnDir' in expression or statement. | L425:18 Unexpected token ':VegnDir' in expression or statement. | L425:18 Missing closing ')' after expression in 'if' statement. | L198:30 Missing closing '}' in statement block or type definition. | L425:82 Unexpected token ')' in expression or statement. | L426:35 Unexpected token ':VegnDir' in expression or statement. | L429:58 Unexpected token ':ViaBase' in expression or statement. | L439:1 Unexpected token '}' in expression or statement. | L514:26 Unexpected token ':ViaEnvs' in expression or statement. | L667:30 Unexpected token ':ConflictMatrix' in expression or statement. | L667:30 Missing closing ')' after expression part of foreach loop.
The correct form is: foreach ($a in $b) {...} | L629:30 Missing closing '}' in statement block or type definition. | L667:45 Unexpected token ')' in expression or statement. | L707:1 Unexpected token '}' in expression or statement. | L767:56 Unexpected token ':ParquetReg' in expression or statement. | L767:67 Missing argument in parameter list. | L878:40 Unexpected token ':RunId' in expression or statement. | L992:68 Unexpected token ':RunId' in expression or statement. | L993:63 Unexpected token ':ViaBase' in expression or statement. | L1276:22 Unexpected token ':RunId' in expression or statement. | L1276:65 Unexpected token ':ViaBase' in expression or statement. | L1311:36 Unexpected token ':ViaBase' in expression or statement. | L1312:46 Unexpected token ':RunId' in expression or statement. | L1352:21 Unexpected token ':RunId' in expression or statement. | L1351:30 Missing closing '}' in statement block or type definition. | L1356:1 Unexpected token '}' in expression or statement. | L1372:47 Unexpected token ':RunId' in expression or statement. | L1374:53 Unexpected token ':ViaEnvs.Count' in expression or statement. | L1374:53 Missing closing ')' in expression. | L1374:67 Unexpected token ')' in expression or statement. | L1376:31 Unexpected token ':ParquetReg' in expression or statement. | L1377:32 Unexpected token ':HtmlOut' in expression or statement. | L1386:1 Unexpected token '}' in expression or statement. | L1387:1 Unexpected token '}' in expression or statement. | L1387:2 Unexpected token '}' in expression or statement. | L71:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L80:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L81:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L82:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L86:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L90:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L91:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L92:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L93:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L94:5 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VIA Toolkit\VDF_Launcher.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VIA Toolkit\VDF_Launch_Master.ps1","3","1","Remove-Item","L11:23 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L12:23 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L13:24 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VIA Toolkit\VDF_Next3_Fixed_v2.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VIA Toolkit\VIA_FusionEngine.ps1","85","1","Remove-Item","L246:53 Missing closing ')' in expression. | L247:13 Unexpected token '-Suggestion' in expression or statement. | L247:24 Missing ')' in method call. | L247:25 Unexpected token '""補上 # [VIA:ANCHOR:$aid`:END]""' in expression or statement. | L239:36 Missing closing '}' in statement block or type definition. | L203:37 Missing closing '}' in statement block or type definition. | L249:71 Unexpected token ')' in expression or statement. | L249:72 Unexpected token ')' in expression or statement. | L250:5 Unexpected token '}' in expression or statement. | L256:64 Missing closing ')' in expression. | L257:13 Unexpected token '-Suggestion' in expression or statement. | L257:24 Missing ')' in method call. | L257:25 Unexpected token '""在 AI 撰寫區頂部加入完整的 MODULE_SPEC。""' in expression or statement. | L253:53 Missing closing '}' in statement block or type definition. | L258:70 Unexpected token ')' in expression or statement. | L258:71 Unexpected token ')' in expression or statement. | L259:5 Unexpected token '}' in expression or statement. | L270:79 Missing closing ')' in expression. | L271:29 Unexpected token '-Suggestion' in expression or statement. | L271:40 Missing ')' in method call. | L271:41 Unexpected token '""在 MODULE_SPEC 內加入 '# $($sf.F): <值>'""' in expression or statement. | L266:57 Missing closing '}' in statement block or type definition. | L265:54 Missing closing '}' in statement block or type definition. | L264:85 Missing closing '}' in statement block or type definition. | L261:45 Missing closing '}' in statement block or type definition. | L259:12 Missing closing '}' in statement block or type definition. | L272:92 Unexpected token ')' in expression or statement. | L272:93 Unexpected token ')' in expression or statement. | L273:21 Unexpected token '}' in expression or statement. | L274:17 Unexpected token '}' in expression or statement. | L276:13 Unexpected token '}' in expression or statement. | L280:9 Unexpected token '}' in expression or statement. | L281:5 Unexpected token '}' in expression or statement. | L303:104 Missing closing ')' in expression. | L304:25 Unexpected token '-Suggestion' in expression or statement. | L304:36 Missing ')' in method call. | L304:37 Unexpected token '(' in expression or statement. | L294:40 Missing closing '}' in statement block or type definition. | L293:50 Missing closing '}' in statement block or type definition. | L291:45 Missing closing '}' in statement block or type definition. | L284:25 Missing closing '}' in statement block or type definition. | L306:122 Unexpected token ')' in expression or statement. | L306:123 Unexpected token ')' in expression or statement. | L308:17 Unexpected token '}' in expression or statement. | L309:13 Unexpected token '}' in expression or statement. | L310:9 Unexpected token '}' in expression or statement. | L314:84 Missing closing ')' in expression. | L315:17 Unexpected token '-AutoFixable' in expression or statement. | L315:29 Missing ')' in method call. | L315:30 Unexpected token '$false' in expression or statement. | L315:37 Unexpected token '-AINextInfo' in expression or statement. | L315:49 Unexpected token '""沒有 def。A04 要求 ≥1 個函式。""' in expression or statement. | L311:32 Missing closing '}' in statement block or type definition. | L315:72 Unexpected token ')' in expression or statement. | L315:73 Unexpected token ')' in expression or statement. | L316:9 Unexpected token '}' in expression or statement. | L317:5 Unexpected token '}' in expression or statement. | L329:51 Missing closing ')' in expression. | L330:25 Unexpected token '-Suggestion' in expression or statement. | L330:36 Missing ')' in method call. | L330:37 Unexpected token '""人工審查 '$cmd'，合併前確認必要性。""' in expression or statement. | L324:54 Missing closing '}' in statement block or type definition. | L323:54 Missing closing '}' in statement block or type definition. | L321:45 Missing closing '}' in statement block or type definition. | L320:25 Missing closing '}' in statement block or type definition. | L331:87 Unexpected token ')' in expression or statement. | L331:88 Unexpected token ')' in expression or statement. | L333:17 Unexpected token '}' in expression or statement. | L334:13 Unexpected token '}' in expression or statement. | L335:9 Unexpected token '}' in expression or statement. | L336:5 Unexpected token '}' in expression or statement. | L337:1 Unexpected token '}' in expression or statement. | L381:97 Missing closing ')' in expression. | L382:17 Unexpected token '-Suggestion' in expression or statement. | L382:28 Missing ')' in method call. | L382:29 Unexpected token '""修正 L$ln 的 PS 語法錯誤。常見：括號未閉合、param block 錯誤。""' in expression or statement. | L375:30 Missing closing '}' in statement block or type definition. | L371:9 Missing closing '}' in statement block or type definition. | L383:119 The Try statement is missing its Catch or Finally block. | L348:30 Missing closing '}' in statement block or type definition. | L383:119 Unexpected token ')' in expression or statement. | L383:120 Unexpected token ')' in expression or statement. | L384:9 Unexpected token '}' in expression or statement. | L387:5 Unexpected token '}' in expression or statement. | L402:1 Unexpected token '}' in expression or statement."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VIA Toolkit\VIA_Integrated_Supreme_v1_r2.ps1","11","1","Remove-Item","L195:9 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L25:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L26:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L27:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L28:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L29:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L33:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L36:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L37:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L38:31 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L313:9 Expression is not allowed in a Using expression."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VIA Toolkit\VIA_LibRegistry_Install_v2.ps1","3","1","Remove-Item","L13:27 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L14:27 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L15:27 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VIA Toolkit\VIA_Master_Dispatcher.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VIA Toolkit\VIA_QuadEngine_Supreme.ps1","3","1","Remove-Item","L354:44 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L1136:126 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L1218:29 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VIF\VIF_AllInOne_Launcher.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VIF\VIF_Launcher.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\Invoke-VRN-FormalDataset-GatedLauncher.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\Invoke-VRN-FormalLedger-GatedLauncher.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\Invoke-VRN.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\run_vrn.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\run_vrn_boot_purge_temp_first.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\run_vrn_final.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\run_vrn_stable.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\run_vrn_summary.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VIA_ENV_PARTITION_v2.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN-AllInOne.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN-Launch-Final.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_Bridge_Resolver_v2.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_GO.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_M01_Smart_Launcher_v2.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_PIPELINE_LAUNCHER.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_RESET_OPEN.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_V25_1_OPEN_LAUNCH_CENTER.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_V25_2_OPEN_LAUNCH_CENTER.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_V25_3_OPEN_FINAL_LAUNCH_CENTER.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_V25_4_OPEN_YELLOW_EVIDENCE.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_V25_5_OPEN_ANTIHYDRA_SEAL.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_v26_1_OPEN_NameLock.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_v26_2_OPEN_NameShort.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_v26_3_OPEN_OfficialShortName.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_v26_4_OPEN_UIWrapConfidence.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_v26_5_OPEN_TrimPage1YFinance.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_v26_6_OPEN_FinalVisualFusion.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_v26_7_OPEN_UIAlignment.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_v26_8_OPEN_MatrixTopAlign.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_v26_9_OPEN_CleanRebuild.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\VRN_v26_VISUAL_LOCK_OPEN.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VeritasGlyphForge\module\VeritasGlyphForge_AllInOne.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VeritasGlyphForge\新增資料夾\VIA_PipGov_v1.ps1","5","1","Remove-Item","L631:28 Missing ')' in method call. | L628:9 Expressions are only allowed as the first element of a pipeline. | L618:22 Missing closing '}' in statement block or type definition. | L632:9 Unexpected token ')' in expression or statement. | L709:1 Unexpected token '}' in expression or statement."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VeritasGlyphForge\新增資料夾\VIA_Supreme_v12_Unified (1).ps1","36","1","Remove-Item","L265:17 Unexpected token '{' in expression or statement. | L265:28 Unexpected token '"".psm1""' in expression or statement. | L265:36 Unexpected token '{' in expression or statement. | L265:47 Unexpected token '"".psd1""' in expression or statement. | L265:55 Unexpected token '{' in expression or statement. | L266:17 Unexpected token '{' in expression or statement. | L266:28 Unexpected token '"".js""' in expression or statement. | L266:36 Unexpected token '{' in expression or statement. | L266:47 Unexpected token '"".ts""' in expression or statement. | L266:55 Unexpected token '{' in expression or statement. | L267:17 Unexpected token '{' in expression or statement. | L267:28 Unexpected token '"".htm""' in expression or statement. | L267:36 Unexpected token '{' in expression or statement. | L267:47 Unexpected token '"".json""' in expression or statement. | L267:55 Unexpected token '{' in expression or statement. | L604:19 Unexpected token '{' in expression or statement. | L604:27 Unexpected token '"".psm1""' in expression or statement. | L604:34 Unexpected token '{' in expression or statement. | L604:41 Unexpected token '"".psd1""' in expression or statement. | L604:48 Unexpected token '{' in expression or statement. | L604:55 Unexpected token '"".py""' in expression or statement. | L604:60 Unexpected token '{' in expression or statement. | L604:67 Unexpected token '"".js""' in expression or statement. | L604:72 Unexpected token '{' in expression or statement. | L604:79 Unexpected token '"".ts""' in expression or statement. | L604:84 Unexpected token '{' in expression or statement. | L605:20 Unexpected token '{' in expression or statement. | L605:29 Unexpected token '"".htm""' in expression or statement. | L605:35 Unexpected token '{' in expression or statement. | L605:44 Unexpected token '"".json""' in expression or statement. | L605:51 Unexpected token '{' in expression or statement. | L605:60 Unexpected token 'default' in expression or statement. | L592:20 Missing closing '}' in statement block or type definition. | L2830:28 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L2831:28 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L2832:28 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VeritasGlyphForge_Supreme_v2\module\vgf_mdl_001_supreme_v_2_one_paste.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VeritasGlyphForge_Supreme_v2\module\vgf_mdl_005_one_paste_power_shell_launcher_ultra.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VeritasGlyphForge_Supreme_v2\vgf_supreme\VGF_Supreme_v4.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VeritasGlyphForge_Supreme_v2\vgf_supreme\VIA_PSCore.psm1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VeritasGlyphForge_Supreme_v2\vgf_supreme\VIA_PSCore_DEMO.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VeritasGlyphForge_Supreme_v2\vgf_supreme\VIA_UltimateGovernance_v5_Supreme.ps1","6","1","Remove-Item","L622:2 The Try statement is missing its Catch or Finally block. | L542:25 Missing closing '}' in statement block or type definition. | L1018:11 The ordered attribute can be specified only on a hash literal node. | L1054:11 The ordered attribute can be specified only on a hash literal node. | L1148:9 The ordered attribute can be specified only on a hash literal node. | L1151:9 The ordered attribute can be specified only on a hash literal node."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_via_system_manager_runs\RUN_20260605_152930\Scan-VIA.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_via_system_manager_runs\RUN_STAGE4C_TRANSIENT_NOHANG_20260606_001240\VIA_Transient_Runner_ProcessBypass.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_via_system_manager_runs\RUN_STAGE4D_NOHANG_EXACT_FATAL_20260606_001541\VIA_Stage4D_Transient_Runner.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_via_system_manager_runs\RUN_STAGE4E_NAMED_PARAM_NOHANG_20260606_060716\VIA_Stage4E_NamedParam_Runner.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_via_system_manager_runs\RUN_STAGE4F_JSON_ARGS_NOHANG_20260606_084044\VIA_Stage4F_JsonArgs_Runner.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_via_system_manager_runs\RUN_STAGE4G_ARGS_FILE_NOHANG_20260606_084417\VIA_Stage4G_ArgsFile_Runner.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_via_system_manager_runs\RUN_STAGE4H_HASHTABLE_NOHANG_20260606_084637\VIA_Stage4H_Hashtable_Runner.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_via_system_manager_runs\RUN_STAGE4I_CHILD_QUOTEFIX_20260606_085027\VIA_Stage4I_Hashtable_Retest_Runner.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\others\Invoke-VIA-ALL - 複製.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\others\Invoke-VIA-FinishProject-SafeFast - 複製.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\others\Invoke-VIA-PanoramaHardGateSafeFix - 複製.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\others\Invoke-VIA-SupportiveHardGate - 複製.ps1","0","0","",""
