"def_priority","def_gate","def_owner_engine","def_domain_family","def_normalized_key","def_distinct_values","def_recommended_decision","def_hydra_risk","def_source_mutation","def_sample_values","def_sample_files"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_warn_count","3","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","0 || schema_warn_count = 0 || int(sum(1 for x in schema_rows if str(x[""status""]).startswith(""WARN"")))","VDF_AkShare_v0279_ExecutionReadinessSeal.json; VDF_AkShare_ExecutionReadinessReview_Report_v0279.html; vdf_akshare_execution_readiness_review_result_v0279.json; vdf_akshare_execution_readiness_review_v0279.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","has_yfinance_data","3","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","False || has_yfinance_data = bool(yf_data and yf_data.get(""_yf_error"") is None) || has_yfinance_data","VDF_MDL007_SSOTResolver.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_role","3","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","role || schema_role = str(row.get(""schema_role"", """")) || schema_role","vap_warehouse_v4_builder.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","akshare_import","3","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","true || False || result[""akshare_import""]","VDF_AkShare_SampleCallGatePlan_v0272.json; VDF_AkShare_SampleCallGate_Matrix_v0272.json; vdf_akshare_sample_call_gate_result_v0272.json; vdf_akshare_sample_call_gate_v0272.py; VDF_AkShare_SelectorGatePlan_v027.json; VDF_AkShare_SelectorGate_Matrix_v027.json; VDF_AkShare_SelectorMap_v027.json; vdf_akshare_selector_gate_result_v027.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","EQUITY_FLAT_SCHEMA","3","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","EQUITY_FLAT_SCHEMA        = True   # Long format (Dat"" || EQUITY_FLAT_SCHEMA        = True   # Long format (Dat</td></tr> || EQUITY_FLAT_SCHEMA        = True   # Long format (Date, Ticker, Market, Open, High, Low, Close, Volume, ...)","VIA_KeySignalScan_v02861.csv; VIA_SupportiveDocking_VDF_VRN_Report_v02861.html; VDF_MDL001_TWEquityEngine.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","consensus_by_ticker","3","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","Dict[str, Dict]) -> ""pd.DataFrame"": || consensus_by_ticker = {} || consensus_by_ticker = self.yf_consensus.fetch(yf_tickers)","VDF_MDL004_TWFullMarketEngine.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","akshare_version","3","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""1.18.55"" || """" || result[""akshare_version""]","VDF_AkShare_SampleCallGatePlan_v0272.json; VDF_AkShare_SampleCallGate_Matrix_v0272.json; vdf_akshare_sample_call_gate_result_v0272.json; vdf_akshare_sample_call_gate_v0272.py; VDF_AkShare_SelectorGatePlan_v027.json; VDF_AkShare_SelectorGate_Matrix_v027.json; VDF_AkShare_SelectorMap_v027.json; vdf_akshare_selector_gate_result_v027.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_run","3","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","schema_run = def_find_latest_dir(run_root, [""VRN_DB_SCHEMA_COMPATIBILITY_AUDIT_V06156971""]) || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_operation_ui_runs\\VRN_DB_SCHEMA_COMPATIBILITY_AUDIT_V06156971_20260523_214019"" || str(schema_run) if schema_run else """"","VRN_MDL035_vrn_real_commit_argfix_backup_postcheck_v0615711__MODULE__v0615711.py; VRN_MDL036_vrn_real_commit_backup_postcheck_rollback_v061571__MODULE__v061571.py; VRN_MDL037_vrn_real_commit_backup_postcheck_rollback_v061571__MODULE__v061571.py; VRN_MDL048_vrn_final_handover_commit_blocker_seal_v0615702__GOVERNANCE__v0615702.py; VRN_MDL079_vrn_commit_candidate_pack_approval_gate_v061570__MODULE__v061570.json; VRN_MDL094_vrn_commit_candidate_pack_approval_gate_v061570__MODULE__v061570.py"
"P0","P0_OWNER_DECISION_REQUIRED","VIA","GOVERNANCE_POLICY","duplicate_after_collision_policy","3","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","30 || duplicate_after_collision_policy = 30 || dup_after","VDF_ACTIVE_POINTER_before_v02831_20260611_031152.json; VDF_ACTIVE_POINTER_before_v02832_20260611_031541.json; VDF_ACTIVE_POINTER_before_v0283_20260611_024903.json; VDF_AkShare_CollisionResolver_ExecutionGateReview_v027841.json; VDF_AkShare_CollisionResolver_Audit_v027841.json; VDF_AkShare_CollisionResolverGate_Report_v027841.html; vdf_akshare_collision_resolver_gate_result_v027841.json; vdf_akshare_collision_resolver_gate_v027841.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","missing_yfinance_csv","3","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\output\\_route_lock_runs\\RUN_20260525_213605_VRN_CLEAN_CONSENSUS_DECONTAM_V132\\CleanConsensus_Missing_YFin... || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\output\\_route_lock_runs\\RUN_20260525_213223_VRN_LOCAL_CONSENSUS_EXPANSION_V131\\LocalConsensus_Missing_YFi... || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\output\\_route_lock_runs\\RUN_20260525_212835_VRN_BASICINFO_COVERAGE_EXPANSION_V130\\BasicInfo_Missing_YFina...","VRN_MDL136_VRN_CleanConsensus_Decontam_Audit_v1_0_32__MODULE__v1_0.json; VRN_MDL137_VRN_LocalConsensus_Expansion_v1_0_31__MODULE__v1_0.json; VRN_MDL138_VRN_BasicInfo_Coverage_Expansion_Audit_v1_0_30__BASICINFO__v1_0.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","schema_audit_csv","3","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\\registry\\VDF_AkShare_v0279_SchemaAudi... || schema_audit_csv = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\\registry\\VDF... || str(schema_audit_csv)","VDF_AkShare_v0279_ExecutionReadinessSeal.json; vdf_akshare_execution_readiness_review_result_v0279.json; vdf_akshare_execution_readiness_review_v0279.py"
"P0","P0_OWNER_DECISION_REQUIRED","VIA","GOVERNANCE_POLICY","dedup_policy_required","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","true || duplicate_rows > 0","VDF_AkShare_KeyDedupGateReview_v0276.json; vdf_akshare_candidate_to_canonical_merge_gate_review_v0276.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","financialdata_fields","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","76 || [","VDF_VRN_SourceFallback_AllDataRegistry_v0100.json; VRN_IO_Summary_v0100 (1).json; VRN_IO_Summary_v0100 (2).html; VRN_IO_Summary_v0100.html; VRN_IO_Summary_v0100.json; VRN_S05_FieldRegistry_v0101.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","OUT_SCHEMA_CSV","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","OUT_SCHEMA_CSV = r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260526_220104_VRN_V141A_READONLY_CONSUMER_LOADER\VRN_v141A_Consumer... || OUT_SCHEMA_CSV = r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_staging\VRN_v140B3_BasicInfo_Consensus_Staging_20260526_182456\BasicInfo_Consensus_Schema...","VRN_MDL084_VRN_v141A_ReadOnly_Consumer_Loader__MODULE__v141A.py; VRN_MDL135_VRN_v140B3_CSV_CaseSafe_Auditor__GOVERNANCE__v140B3.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","fred_api_key_sources_checked","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","[ || fred_keys","vdf_fred_akshare_small_scope_gate_probe_result_v025.json; vdf_fred_akshare_small_scope_gate_probe_v025.py; vdf_three_deferred_flow_capability_probe_result_v024.json; vdf_three_deferred_flow_capability_probe_v024.py; vdf_fred_akshare_capability_seal_probe_result_v0241.json; vdf_fred_akshare_capability_seal_probe_v0241.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","fred_id","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","fred_id = meta.get(""fred_id"") || fred_id = meta.get(""fred_id"", """")","VDF_MDL003_SentimentMacroEngine.py; VDF_MDL201_GenerateFullRegistry.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","operating_income_wrong_unit_rows","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","0 || 28","VRN_MDL181_vrn_unit_consensus_ui_seal_v055__GOVERNANCE__v055.json; VRN_MDL182_vrn_final_display_unit_sanity_v054__MODULE__v054.json; VRN_MDL183_vrn_final_integrated_seal_v053__GOVERNANCE__v053.json; VRN_MDL184_vrn_final_integrated_seal_v053__GOVERNANCE__v053.json; VRN_MDL185_vrn_unit_precision_polish_v0521__MODULE__v0521.json; VRN_MDL186_vrn_unit_precision_polish_v0521__GOVERNANCE__v0521.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","output_schema","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","{ || OUTPUT_SCHEMA = [","UnifiedSpec.json; VDF_MDL005_TWStockFilter.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","output_unit","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""million"",   # 全部輸出為百萬元 || ""million""","VRN_MDL007_APIDataFetcher.py; VRN_MDL008_CrossValidator.py"
"P0","P0_OWNER_DECISION_REQUIRED","VIA","GOVERNANCE_POLICY","coaxis_policy_registry","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","coaxis || [","vap_warehouse_v5_next3_builder.py; vap_warehouse_v5_next3_payload.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","old_unit","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","old_unit = str(r.get(""Unit"", """") or """") || old_unit = def_first(row, [""Unit""])","VRN_MDL049_v0569_canonical_english_system_seal_fix__GOVERNANCE__v0569.py; VRN_MDL258_vrn_financial_ssot_input_rebind_v0604__FINANCIALDATA__v0604.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","broker_protected_fields","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","[ || [""Rating"", ""Target Price"", ""Analyst"", ""Report Date""]","VRN_MDL061_vrn_name_short_financial_validation_v0606__FINANCIALDATA__v0606.json; VRN_MDL066_vrn_yfinance_yellow_resolver_v0587__DATA_SOURCE__v0587.json; VRN_MDL067_vrn_yfinance_yellow_resolver_v0587__DATA_SOURCE__v0587.json; VRN_MDL068_vrn_yfinance_yellow_resolver_v0587__DATA_SOURCE__v0587.json; VRN_MDL123_vrn_yfinance_field_audit_v0589__DATA_SOURCE__v0589.json; VRN_MDL163_vrn_panoramic_completion_verifier_v0586__MODULE__v0586.json; VRN_MDL257_vrn_name_short_financial_validation_v0606__FINANCIALDATA__v0606.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","YFINANCE_SEAL","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","$YFINANCE_SEAL = Join-Path $CONFIG_DIR ""VRN_YFinance_InfoReference_FinalSeal_v051.json"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\config\\VRN_YFinance_InfoReference_FinalSeal_v051.json""","VRN_MDL188_VRN-AllInOne__REPORT__v0_0.ps1; VRN_MDL189_run_vrn_boot_purge_temp_first__MODULE__v0_0.ps1; VRN_MDL190_run_vrn_boot_purge_temp_first__REPORT__v0_0.ps1; VRN_MDL191_VRN-AllInOne__MODULE__v0_0.ps1; VRN_MDL192_run_vrn_summary__REPORT__v0_0.ps1; VRN_MDL193_run_vrn__REPORT__v0_0.ps1; VRN_MDL194_run_vrn__MODULE__v0_0.ps1; VRN_MDL195_run_vrn_summary__MODULE__v0_0.ps1"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","yfinance_matrix_csv","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_operation_ui_runs\\VRN_YFINANCE_HEADER_CANONICAL_REFRESH_V06147_20260522_183321\\vrn_v06147_yfinance_re... || str(yf_csv)","VRN_MDL058_vrn_yfinance_header_canonical_refresh_v06147__DATA_SOURCE__v06147.json; VRN_MDL059_VRN_YFinance_Header_Canonical_Refresh_Manifest_v06147__DATA_SOURCE__v06147.json; VRN_MDL088_vrn_yfinance_header_canonical_refresh_v06147__DATA_SOURCE__v06147.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","YFINANCE_INFO_FIELDS","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","YFINANCE_INFO_FIELDS = [ || [","VIA_PythonAudit_v02861.csv; VRN_MDL088_vrn_yfinance_header_canonical_refresh_v06147__DATA_SOURCE__v06147.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","YFINANCE_AVAILABLE","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","YFINANCE_AVAILABLE = True || YFINANCE_AVAILABLE = False","VDF_MDL002_YFinanceFetchingEngine.py; VDF_MDL004_TWFullMarketEngine.py; VDF_MDL005_TWStockFilter.py; VDF_MDL006_FinancialModel.py; VDF_MDL007_SSOTResolver.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","fred_akshare_capability_seal","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_freeze\\VDF_FRED_AKSHARE_CAPABILITY_SEAL_v0241_20260610_124114\\seal\\VDF_FRED_AKSHARE_CAPABILITY_SEAL_v0241... || {","VDF_ACTIVE_POINTER_before_v02831_20260611_031152.json; VDF_ACTIVE_POINTER_before_v02832_20260611_031541.json; VDF_ACTIVE_POINTER_before_v0283_20260611_024903.json; VDF_ACTIVE_POINTER_before_v027841_20260611_013435.json; VDF_ACTIVE_POINTER_before_v02783_20260611_012926.json; VDF_ACTIVE_POINTER_before_v027842_20260611_013908.json; VDF_ACTIVE_POINTER_before_v0279_20260611_020210.json; VDF_ACTIVE_POINTER_before_v0280_20260611_020645.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","GOVERNANCE_POLICY","_vdf_v02784_policy","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""PRESERVED_VALID_ROW_NO_MUTATION"" || ""INVALID_QUARANTINE_REPAIR_PREVIEW_ONLY_NO_DB_WRITE""","VDF_AkShare_CollisionResolver_FinalValidRows_v027841.json; VDF_AkShare_DuplicateRepair_UniqueFinalRows_v027842.json; VDF_AkShare_v0279_ReadinessFinalRows.json; VDF_AkShare_InvalidRepair_CombinedCandidatePreview_v02784.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","FRED_API_KEY","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""ENV:FRED_API_KEY"" || FRED_API_KEY = ""2d5ae8dfe834ffc409bf98d51f539c17""   # 使用者提供","VIS_CONFIG.json; VDF_MDL003_SentimentMacroEngine.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","fred_api_key_env","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""FRED_API_KEY"" || {","VDF_MDL201_GenerateFullRegistry.py; VDF_MDL401_RegistrySchema.json; VDF_MDL402_RegistrySample.json; VDF_MDL403_RegistryFull.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","GOVERNANCE_POLICY","_vdf_v027841_collision_policy","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""keep"" || ""include_preview_only""","VDF_AkShare_CollisionResolver_FinalValidRows_v027841.json; VDF_AkShare_DuplicateRepair_UniqueFinalRows_v027842.json; VDF_AkShare_v0279_ReadinessFinalRows.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","has_ticker","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","has_ticker = has_any_key(row, [""ticker"", ""stock_code"", ""code""]) || has_ticker = def_is_tw_ticker(ticker)","VRN_MDL083_VRN_v141D6C_Source_Hygiene_NoHang__BRIDGE__v141D6C.py; VRN_MDL249_vrn_company_report_only_gate_v06130__REPORT__v06130.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","fred_api_key_value_not_printed","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","true || True","vdf_pending_triflow_env_probe_result_v0203.json; vdf_pending_triflow_env_probe_v0203.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","flow_f_fred_akshare_global","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","{ || FLOW_F_FRED_AKSHARE_GLOBAL = TRACKED_PENDING_AFTER_CONFIG","VDF_Top10_LocalFreeLibs_PendingTriFlow_v020.json; VDF_PendingTriFlow_SyncSeal_Report_v0201.html; VDF_PendingTriFlow_SyncSeal_Report_v0202.html"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","HasTicker","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","true || false","VRN_MDL205_VRN_NoSummarizer_CanonicalManifest_v02__MODULE__v02.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","history_fields","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","[ || [""Adj Close"", ""Volume""]","VRN_MDL058_vrn_yfinance_header_canonical_refresh_v06147__DATA_SOURCE__v06147.json; VRN_MDL059_VRN_YFinance_Header_Canonical_Refresh_Manifest_v06147__DATA_SOURCE__v06147.json; VRN_MDL088_vrn_yfinance_header_canonical_refresh_v06147__DATA_SOURCE__v06147.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","HasYFinance","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","true || false","VRN_MDL205_VRN_NoSummarizer_CanonicalManifest_v02__MODULE__v02.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_ssot_json_count","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","55 || 57","VIA_SSOT_NexusCoreStatus_Runtime_v029SSOT1A.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","source_policy","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""INPUT_RAW_REPORTS_ONLY_UNTIL_CURRENT_RUN_CANONICAL_EXPORT_EXISTS"" || ""broker_report_text_only_yfinance_never_overwrites_valuation_method""","VRN_MDL050_VRN_v141E2_FalseRedCrush_D8_SourceGate__MODULE__v141E2.json; VRN_MDL051_VRN_ProjectState_SSOT_v141E2__SUPPORT_RULE__v141E2.json; VRN_MDL260_vrn_valuation_dictionary_sourcebank_repair_v0595__MODULE__v0595.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","by_ticker","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","dict[str, dict] = { || by_ticker = defaultdict(list)","VRN_MDL227_vrn_business_validation_report_v061574__REPORT__v061574.py; VRN_MDL228_vrn_business_validation_report_v061574__REPORT__v061574.py; VRN_MDL229_vrn_business_validation_report_v061574__REPORT__v061574.py; VRN_MDL250_vrn_one_row_file_validation_matrix_v06129__GOVERNANCE__v06129.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","Macro","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","{ || [""fred"",""macro""]","VIS_CONFIG.json; via_dual_sixlane_worker_v029dual1b.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","ticker_regex_count","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","6 || len(ticker_regex)","VRN_UnifiedSSOTBuilder_PythonRuntime_v029SSOT1B.json; VRN_UnifiedSSOTBuilder_Runtime_v029SSOT1B.json; vrn_unified_ssot_builder_v029ssot1b.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","ticker_ok","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","ticker_ok = bool(def_get(nr, [""Ticker""])) || ticker_ok = any(r.get(""Ticker"") for r in filename_rows) if filename_rows else True","VRN_MDL254_vrn_financial_rescue_ssot_alias_v06126__FINANCIALDATA__v06126.py; VRN_MDL255_vrn_master_bridge_functional_smoke_test_v06122__GOVERNANCE__v06122.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","dryrun_policy","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""FILELIST_CANONICALIZER_NO_DB_WRITE"" || ""NARROW_SOURCE_V0274_ONLY_NO_DB_WRITE""","VDF_AkShare_CollisionResolver_FinalValidRows_v027841.json; VDF_AkShare_DedupGate_DedupedValidRows_v02783.json; VDF_AkShare_DuplicateRepair_UniqueFinalRows_v027842.json; VDF_AkShare_v0279_ReadinessFinalRows.json; VDF_AkShare_InvalidRepair_CombinedCandidatePreview_v02784.json; vdf_akshare_narrow_source_contract_dryrun_hotfix_v027821.py; vdf_akshare_narrow_source_contract_dryrun_v02782.py; VDF_AkShare_NarrowSource_ContractDryRunPreview_Canonicalizer_v027822.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","ticker_main","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","ticker_main = None || ticker_main = rx","vrn_ssot_verifier_active_pointer_v029ssot1c.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","unit_ratio","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","6 || 11","VRN_MDL181_vrn_unit_consensus_ui_seal_v055__GOVERNANCE__v055.json; VRN_MDL182_vrn_final_display_unit_sanity_v054__MODULE__v054.json; VRN_MDL183_vrn_final_integrated_seal_v053__GOVERNANCE__v053.json; VRN_MDL184_vrn_final_integrated_seal_v053__GOVERNANCE__v053.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","detected_text_schema","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","[ || names,""resolved_key_col"":key_col,""resolved_page_col"":page_col,""resolved_text_col"":text_col","VRN_BrokerBackfill_PythonRuntime_v029VRN1C41.json; vrn_broker_backfill_v1c4.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","unit_band_orange","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","91 || 349","VRN_MDL183_vrn_final_integrated_seal_v053__GOVERNANCE__v053.json; VRN_MDL184_vrn_final_integrated_seal_v053__GOVERNANCE__v053.json; VRN_MDL185_vrn_unit_precision_polish_v0521__MODULE__v0521.json; VRN_MDL186_vrn_unit_precision_polish_v0521__GOVERNANCE__v0521.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","default_unit","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""mn TWD"" || unit","VRN_S05_FieldRegistry_v0101.json; VRN_MDL098_vrn_financial_ssot_complete_trust_integration_v0608__FINANCIALDATA__v0608.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_compare_csv","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","str(run_dir / ""vrn_post_commit_schema_compare_v0615721.csv"") || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_operation_ui_runs\\VRN_POST_COMMIT_PRODUCTION_SEAL_V0615721_20260523_235836\\vrn_post_commit_schema_com...","VRN_MDL092_vrn_post_commit_production_seal_v0615721__GOVERNANCE__v0615721.py; VRN_MDL201_vrn_post_commit_production_seal_v0615721__GOVERNANCE__v0615721.json; VRN_MDL202_vrn_post_commit_production_seal_v0615721__GOVERNANCE__v0615721.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_df","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","schema_df = def_build_schema_registry(asset_df) || schema_df = def_safe_table(con, ""schema_intelligence_registry"")","vap_warehouse_v4_builder.py; vap_warehouse_v5_next3_builder.py"
